?cls	?xref
<http://purl.obolibrary.org/obo/CL_0000576>	"BTO:0000876"
<http://purl.obolibrary.org/obo/CL_0000576>	"CALOHA:TS-0638"
<http://purl.obolibrary.org/obo/CL_0000125>	"FBbt:00005144"
<http://purl.obolibrary.org/obo/CL_0000125>	"FMA:54536"
<http://purl.obolibrary.org/obo/CL_0000125>	"BTO:0002606"
<http://purl.obolibrary.org/obo/CL_0000125>	"CALOHA:TS-0415"
<http://purl.obolibrary.org/obo/CL_0000451>	"FMA:83036"
<http://purl.obolibrary.org/obo/CL_0000451>	"MESH:D003713"
<http://purl.obolibrary.org/obo/CL_0000451>	"BTO:0002042"
<http://purl.obolibrary.org/obo/CL_0000451>	"CALOHA:TS-0194"
<http://purl.obolibrary.org/obo/CL_0000136>	"FMA:63880"
<http://purl.obolibrary.org/obo/CL_0000136>	"CALOHA:TS-0012"
<http://purl.obolibrary.org/obo/CL_0000136>	"BTO:0000443"
<http://purl.obolibrary.org/obo/CL_0000188>	"FMA:9727"
<http://purl.obolibrary.org/obo/CL_0000188>	"CALOHA:TS-2158"
<http://purl.obolibrary.org/obo/CL_0000188>	"BTO:0004392"
<http://purl.obolibrary.org/obo/CL_0000084>	"CALOHA:TS-1001"
<http://purl.obolibrary.org/obo/CL_0000084>	"VHOG:0001479"
<http://purl.obolibrary.org/obo/CL_0000084>	"BTO:0000782"
<http://purl.obolibrary.org/obo/CL_0000084>	"FMA:62870"
<http://purl.obolibrary.org/obo/CL_0000084>	"MESH:D013601"
<http://purl.obolibrary.org/obo/CL_0000081>	"MESH:D001773"
<http://purl.obolibrary.org/obo/CL_0000081>	"FMA:62844"
<http://purl.obolibrary.org/obo/CL_0000235>	"BTO:0000801"
<http://purl.obolibrary.org/obo/CL_0000235>	"FMA:63261"
<http://purl.obolibrary.org/obo/CL_0000235>	"FMA:83585"
<http://purl.obolibrary.org/obo/CL_0000235>	"MESH:D008264"
<http://purl.obolibrary.org/obo/CL_0000235>	"CALOHA:TS-0587"
<http://purl.obolibrary.org/obo/CL_0000148>	"MESH:D008544"
<http://purl.obolibrary.org/obo/CL_0000148>	"VHOG:0001679"
<http://purl.obolibrary.org/obo/CL_0000148>	"CALOHA:TS-0613"
<http://purl.obolibrary.org/obo/CL_0000148>	"BTO:0000847"
<http://purl.obolibrary.org/obo/CL_0000148>	"FMA:70545"
<http://purl.obolibrary.org/obo/CL_0000462>	"FBbt:00003219"
<http://purl.obolibrary.org/obo/CL_0000380>	"FBbt:00005173"
<http://purl.obolibrary.org/obo/CL_0000385>	"FBbt:00005062"
<http://purl.obolibrary.org/obo/CL_0000398>	"FBbt:00001691"
<http://purl.obolibrary.org/obo/CL_0000108>	"FBbt:00007173"
<http://purl.obolibrary.org/obo/CL_0000108>	"WBbt:0006840"
<http://purl.obolibrary.org/obo/CL_0000108>	"MESH:D059329"
<http://purl.obolibrary.org/obo/CL_0000108>	"FMA:84796"
<http://purl.obolibrary.org/obo/CL_0000108>	"BTO:0004902"
<http://purl.obolibrary.org/obo/CL_0000674>	"FBbt:00004910"
<http://purl.obolibrary.org/obo/CL_0000579>	"FBbt:00004905"
<http://purl.obolibrary.org/obo/CL_0000469>	"FBbt:00005149"
<http://purl.obolibrary.org/obo/CL_0000482>	"FBbt:00058020"
<http://purl.obolibrary.org/obo/CL_0000372>	"FBbt:00005171"
<http://purl.obolibrary.org/obo/CL_0000441>	"FBbt:00004903"
<http://purl.obolibrary.org/obo/CL_0000099>	"FBbt:00005125"
<http://purl.obolibrary.org/obo/CL_0000099>	"WBbt:0005113"
<http://purl.obolibrary.org/obo/CL_0000099>	"FMA:67313"
<http://purl.obolibrary.org/obo/CL_0000099>	"BTO:0003811"
<http://purl.obolibrary.org/obo/CL_0000023>	"FBbt:00004886"
<http://purl.obolibrary.org/obo/CL_0000023>	"WBbt:0006797"
<http://purl.obolibrary.org/obo/CL_0000023>	"MESH:D009865"
<http://purl.obolibrary.org/obo/CL_0000023>	"FMA:18644"
<http://purl.obolibrary.org/obo/CL_0000023>	"BTO:0000964"
<http://purl.obolibrary.org/obo/CL_0000023>	"CALOHA:TS-0711"
<http://purl.obolibrary.org/obo/CL_0008007>	"FBbt:00005070"
<http://purl.obolibrary.org/obo/CL_0000617>	"FBbt:00007228"
<http://purl.obolibrary.org/obo/CL_0000617>	"WBbt:0005190"
<http://purl.obolibrary.org/obo/CL_0000617>	"MESH:D059330"
<http://purl.obolibrary.org/obo/CL_0000617>	"FMA:84788"
<http://purl.obolibrary.org/obo/CL_0000673>	"FBbt:00003686"
<http://purl.obolibrary.org/obo/CL_0000463>	"FBbt:00007325"
<http://purl.obolibrary.org/obo/CL_0000396>	"FBbt:00001687"
<http://purl.obolibrary.org/obo/CL_0000468>	"FBbt:00005147"
<http://purl.obolibrary.org/obo/CL_0011110>	"FBbt:00007367"
<http://purl.obolibrary.org/obo/CL_0000026>	"FBbt:00004878"
<http://purl.obolibrary.org/obo/CL_0000026>	"BTO:0000953"
<http://purl.obolibrary.org/obo/CL_0000196>	"FBbt:00003360"
<http://purl.obolibrary.org/obo/CL_0000016>	"FBbt:00004929"
<http://purl.obolibrary.org/obo/CL_0000487>	"FBbt:00004995"
<http://purl.obolibrary.org/obo/CL_0000300>	"FBbt:00005412"
<http://purl.obolibrary.org/obo/CL_0000300>	"FMA:18649"
<http://purl.obolibrary.org/obo/CL_0000300>	"CALOHA:TS-0395"
<http://purl.obolibrary.org/obo/CL_0000110>	"FBbt:00004101"
<http://purl.obolibrary.org/obo/CL_0000100>	"FBbt:00005123"
<http://purl.obolibrary.org/obo/CL_0000100>	"WBbt:0005409"
<http://purl.obolibrary.org/obo/CL_0000100>	"FMA:83617"
<http://purl.obolibrary.org/obo/CL_0000100>	"BTO:0000312"
<http://purl.obolibrary.org/obo/CL_1000155>	"FBbt:00005797"
<http://purl.obolibrary.org/obo/CL_0000718>	"FBbt:00004193"
<http://purl.obolibrary.org/obo/CL_0000020>	"FBbt:00004935"
<http://purl.obolibrary.org/obo/CL_0000020>	"FBbt:00004934"
<http://purl.obolibrary.org/obo/CL_0000020>	"FMA:72291"
<http://purl.obolibrary.org/obo/CL_0000020>	"EMAPA:31482"
<http://purl.obolibrary.org/obo/CL_0000020>	"CALOHA:TS-2193"
<http://purl.obolibrary.org/obo/CL_0000020>	"BTO:0000958"
<http://purl.obolibrary.org/obo/CL_0000671>	"FBbt:00004906"
<http://purl.obolibrary.org/obo/CL_0000165>	"FBbt:00005130"
<http://purl.obolibrary.org/obo/CL_0000165>	"FMA:83810"
<http://purl.obolibrary.org/obo/CL_0000165>	"BTO:0002691"
<http://purl.obolibrary.org/obo/CL_0008004>	"FBbt:00005073"
<http://purl.obolibrary.org/obo/CL_2000019>	"FBbt:00004211"
<http://purl.obolibrary.org/obo/CL_0000486>	"FBbt:00005059"
<http://purl.obolibrary.org/obo/CL_0000486>	"BTO:0004596"
<http://purl.obolibrary.org/obo/CL_0000014>	"FBbt:00004861"
<http://purl.obolibrary.org/obo/CL_0000019>	"FBbt:00004954"
<http://purl.obolibrary.org/obo/CL_0000019>	"CALOHA:TS-0949"
<http://purl.obolibrary.org/obo/CL_0000019>	"BTO:0002046"
<http://purl.obolibrary.org/obo/CL_0000019>	"BTO:0001277"
<http://purl.obolibrary.org/obo/CL_0000019>	"FMA:67338"
<http://purl.obolibrary.org/obo/CL_0000019>	"WBbt:0006798"
<http://purl.obolibrary.org/obo/CL_0000395>	"FBbt:00001689"
<http://purl.obolibrary.org/obo/CL_1001509>	"FBbt:00048032"
<http://purl.obolibrary.org/obo/CL_0001658>	"FBbt:00004230"
<http://purl.obolibrary.org/obo/CL_0000657>	"FBbt:00004941"
<http://purl.obolibrary.org/obo/CL_0000657>	"FMA:72293"
<http://purl.obolibrary.org/obo/CL_0000657>	"CALOHA:TS-2195"
<http://purl.obolibrary.org/obo/CL_0000657>	"BTO:0000709"
<http://purl.obolibrary.org/obo/CL_0008026>	"FBbt:00005038"
<http://purl.obolibrary.org/obo/CL_0000187>	"FBbt:00005074"
<http://purl.obolibrary.org/obo/CL_0000187>	"BTO:0000902"
<http://purl.obolibrary.org/obo/CL_0000187>	"WBbt:0003675"
<http://purl.obolibrary.org/obo/CL_0000187>	"BTO:0000888"
<http://purl.obolibrary.org/obo/CL_0000187>	"CALOHA:TS-2032"
<http://purl.obolibrary.org/obo/CL_0000187>	"FMA:67328"
<http://purl.obolibrary.org/obo/CL_0000850>	"FBbt:00005133"
<http://purl.obolibrary.org/obo/CL_0000850>	"WBbt:0006837"
<http://purl.obolibrary.org/obo/CL_0000850>	"MESH:D059326"
<http://purl.obolibrary.org/obo/CL_0000116>	"FBbt:00005128"
<http://purl.obolibrary.org/obo/CL_0000338>	"FBbt:00005146"
<http://purl.obolibrary.org/obo/CL_0000429>	"FBbt:00007108"
<http://purl.obolibrary.org/obo/CL_0000374>	"FBbt:00005169"
<http://purl.obolibrary.org/obo/CL_0000374>	"BTO:0004744"
<http://purl.obolibrary.org/obo/CL_0000474>	"FBbt:00005058"
<http://purl.obolibrary.org/obo/CL_0000056>	"FBbt:00005083"
<http://purl.obolibrary.org/obo/CL_0000056>	"VHOG:0001529"
<http://purl.obolibrary.org/obo/CL_0000056>	"FMA:70335"
<http://purl.obolibrary.org/obo/CL_0000056>	"CALOHA:TS-0650"
<http://purl.obolibrary.org/obo/CL_0000056>	"BTO:0000222"
<http://purl.obolibrary.org/obo/CL_0000394>	"FBbt:00001685"
<http://purl.obolibrary.org/obo/CL_0000025>	"FBbt:00057012"
<http://purl.obolibrary.org/obo/CL_0000025>	"BTO:0003801"
<http://purl.obolibrary.org/obo/CL_0000025>	"CALOHA:TS-2191"
<http://purl.obolibrary.org/obo/CL_0000025>	"FMA:67343"
<http://purl.obolibrary.org/obo/CL_0000025>	"BTO:0000369"
<http://purl.obolibrary.org/obo/CL_0000025>	"MESH:D010063"
<http://purl.obolibrary.org/obo/CL_0000340>	"FBbt:00005145"
<http://purl.obolibrary.org/obo/CL_0000700>	"FBbt:00005131"
<http://purl.obolibrary.org/obo/CL_0000700>	"WBbt:0006746"
<http://purl.obolibrary.org/obo/CL_0000700>	"MESH:D059290"
<http://purl.obolibrary.org/obo/CL_0000700>	"FMA:84787"
<http://purl.obolibrary.org/obo/CL_0000700>	"BTO:0004032"
<http://purl.obolibrary.org/obo/CL_0000679>	"FBbt:00100291"
<http://purl.obolibrary.org/obo/CL_0000679>	"WBbt:0006829"
<http://purl.obolibrary.org/obo/CL_0000465>	"FBbt:00001666"
<http://purl.obolibrary.org/obo/CL_0000000>	"FBbt:00007002"
<http://purl.obolibrary.org/obo/CL_0000000>	"CALOHA:TS-2035"
<http://purl.obolibrary.org/obo/CL_0000000>	"MESH:D002477"
<http://purl.obolibrary.org/obo/CL_0000000>	"XAO:0003012"
<http://purl.obolibrary.org/obo/CL_0000000>	"VHOG:0001533"
<http://purl.obolibrary.org/obo/CL_0000000>	"GO:0005623"
<http://purl.obolibrary.org/obo/CL_0000000>	"FMA:68646"
<http://purl.obolibrary.org/obo/CL_0000000>	"WBbt:0004017"
<http://purl.obolibrary.org/obo/CL_0000000>	"KUPO:0000002"
<http://purl.obolibrary.org/obo/CL_0000477>	"FBbt:00004904"
<http://purl.obolibrary.org/obo/CL_0000464>	"FBbt:00004994"
<http://purl.obolibrary.org/obo/CL_0000382>	"FBbt:00005219"
<http://purl.obolibrary.org/obo/CL_0000018>	"FBbt:00004942"
<http://purl.obolibrary.org/obo/CL_0000018>	"BTO:0001274"
<http://purl.obolibrary.org/obo/CL_0000018>	"EMAPA:31486"
<http://purl.obolibrary.org/obo/CL_0000018>	"FMA:72294"
<http://purl.obolibrary.org/obo/CL_0000018>	"WBbt:0006800"
<http://purl.obolibrary.org/obo/CL_0000018>	"CALOHA:TS-0950"
<http://purl.obolibrary.org/obo/CL_0000387>	"FBbt:00005063"
<http://purl.obolibrary.org/obo/CL_0000301>	"FBbt:00000092"
<http://purl.obolibrary.org/obo/CL_0000715>	"FBbt:00001690"
<http://purl.obolibrary.org/obo/CL_0002372>	"FBbt:00005812"
<http://purl.obolibrary.org/obo/CL_0000735>	"FBbt:00005917"
<http://purl.obolibrary.org/obo/CL_0000022>	"FBbt:00004873"
<http://purl.obolibrary.org/obo/CL_0000101>	"FBbt:00005124"
<http://purl.obolibrary.org/obo/CL_0000101>	"WBbt:0005759"
<http://purl.obolibrary.org/obo/CL_0000101>	"MESH:D011984"
<http://purl.obolibrary.org/obo/CL_0000101>	"FMA:84649"
<http://purl.obolibrary.org/obo/CL_0000101>	"BTO:0001037"
<http://purl.obolibrary.org/obo/CL_0000407>	"FBbt:00005221"
<http://purl.obolibrary.org/obo/CL_0000373>	"FBbt:00001789"
<http://purl.obolibrary.org/obo/CL_0000017>	"FBbt:00004936"
<http://purl.obolibrary.org/obo/CL_0000017>	"CALOHA:TS-0951"
<http://purl.obolibrary.org/obo/CL_0000017>	"BTO:0001275"
<http://purl.obolibrary.org/obo/CL_0000017>	"EMAPA:31484"
<http://purl.obolibrary.org/obo/CL_0000017>	"WBbt:0006799"
<http://purl.obolibrary.org/obo/CL_0000017>	"FMA:84049"
<http://purl.obolibrary.org/obo/CL_0000731>	"FMA:84127"
<http://purl.obolibrary.org/obo/CL_0002598>	"BTO:0004402"
<http://purl.obolibrary.org/obo/CL_0000173>	"FMA:70587"
<http://purl.obolibrary.org/obo/CL_0000173>	"BTO:0000803"
<http://purl.obolibrary.org/obo/CL_0002139>	"FMA:67755"
<http://purl.obolibrary.org/obo/CL_0002139>	"CALOHA:TS-1106"
<http://purl.obolibrary.org/obo/CL_0002139>	"BTO:0001854"
<http://purl.obolibrary.org/obo/CL_1000909>	"KUPO:0001047"
<http://purl.obolibrary.org/obo/CL_0009002>	"http://en.wikipedia.org/wiki/Inflammatory_response"
<http://purl.obolibrary.org/obo/CL_0009002>	"GOC:pr"
<http://purl.obolibrary.org/obo/CL_0000158>	"BTO:0004811"
<http://purl.obolibrary.org/obo/CL_0000158>	"FMA:14119"
<http://purl.obolibrary.org/obo/CL_0000312>	"CALOHA:TS-0500"
<http://purl.obolibrary.org/obo/CL_0000312>	"BTO:0000667"
<http://purl.obolibrary.org/obo/CL_0000312>	"FMA:62879"
<http://purl.obolibrary.org/obo/CL_1001433>	"FMA:70986"
<http://purl.obolibrary.org/obo/CL_0000076>	"CALOHA:TS-1249"
<http://purl.obolibrary.org/obo/CL_0000062>	"BTO:0001593"
<http://purl.obolibrary.org/obo/CL_0000062>	"FMA:66780"
<http://purl.obolibrary.org/obo/CL_0000062>	"CALOHA:TS-0720"
<http://purl.obolibrary.org/obo/CL_0002259>	"FMA:87171"
<http://purl.obolibrary.org/obo/CL_1000436>	"FMA:70560"
<http://purl.obolibrary.org/obo/CL_1001568>	"BTO:0001141"
<http://purl.obolibrary.org/obo/CL_1000497>	"KUPO:0001010"
<http://purl.obolibrary.org/obo/CL_0000842>	"CALOHA:TS-0768"
<http://purl.obolibrary.org/obo/CL_0000842>	"BTO:0000878"
<http://purl.obolibrary.org/obo/CL_0000842>	"FMA:86713"
<http://purl.obolibrary.org/obo/CL_1000428>	"FMA:70541"
<http://purl.obolibrary.org/obo/CL_0000556>	"CALOHA:TS-0611"
<http://purl.obolibrary.org/obo/CL_0000556>	"FMA:83555"
<http://purl.obolibrary.org/obo/CL_0000556>	"BTO:0000843"
<http://purl.obolibrary.org/obo/CL_1000414>	"FMA:67762"
<http://purl.obolibrary.org/obo/CL_0002154>	"FMA:83533"
<http://purl.obolibrary.org/obo/CL_1000449>	"FMA:70965"
<http://purl.obolibrary.org/obo/CL_0002203>	"FMA:263222"
<http://purl.obolibrary.org/obo/CL_0002420>	"CALOHA:TS-1042"
<http://purl.obolibrary.org/obo/CL_0002420>	"BTO:0001372"
<http://purl.obolibrary.org/obo/CL_0000745>	"BTO:0004120"
<http://purl.obolibrary.org/obo/CL_0000503>	"BTO:0002850"
<http://purl.obolibrary.org/obo/CL_0002079>	"FMA:63099"
<http://purl.obolibrary.org/obo/CL_0000091>	"BTO:0000685"
<http://purl.obolibrary.org/obo/CL_0000091>	"FMA:14656"
<http://purl.obolibrary.org/obo/CL_1001099>	"KUPO:0001042"
<http://purl.obolibrary.org/obo/CL_4023018>	"ILX:0770154"
<http://purl.obolibrary.org/obo/CL_1001602>	"CALOHA:TS-2372"
<http://purl.obolibrary.org/obo/CL_1000443>	"FMA:70610"
<http://purl.obolibrary.org/obo/CL_4023048>	"ILX:0770174"
<http://purl.obolibrary.org/obo/CL_0000632>	"CALOHA:TS-0452"
<http://purl.obolibrary.org/obo/CL_0000632>	"FMA:67763"
<http://purl.obolibrary.org/obo/CL_0000632>	"BTO:0002741"
<http://purl.obolibrary.org/obo/CL_0000508>	"FMA:67609"
<http://purl.obolibrary.org/obo/CL_0000508>	"BTO:0004108"
<http://purl.obolibrary.org/obo/CL_0000577>	"FMA:62934"
<http://purl.obolibrary.org/obo/CL_0000577>	"FMA:83132"
<http://purl.obolibrary.org/obo/CL_0000577>	"MESH:D004759"
<http://purl.obolibrary.org/obo/CL_0000115>	"FMA:66772"
<http://purl.obolibrary.org/obo/CL_0000115>	"CALOHA:TS-0278"
<http://purl.obolibrary.org/obo/CL_0000115>	"BTO:0001176"
<http://purl.obolibrary.org/obo/CL_0010012>	"BTO:0004102"
<http://purl.obolibrary.org/obo/CL_0010012>	"FMA:84104"
<http://purl.obolibrary.org/obo/CL_1001005>	"KUPO:0001037"
<http://purl.obolibrary.org/obo/CL_0000178>	"EMAPA:29655"
<http://purl.obolibrary.org/obo/CL_0000178>	"CALOHA:TS-1150"
<http://purl.obolibrary.org/obo/CL_0000178>	"BTO:0000755"
<http://purl.obolibrary.org/obo/CL_0000178>	"FMA:72297"
<http://purl.obolibrary.org/obo/CL_0000178>	"MESH:D007985"
<http://purl.obolibrary.org/obo/CL_0000362>	"FMA:62411"
<http://purl.obolibrary.org/obo/CL_0000362>	"MESH:D000078404"
<http://purl.obolibrary.org/obo/CL_0000362>	"CALOHA:TS-0283"
<http://purl.obolibrary.org/obo/CL_0000362>	"BTO:0001470"
<http://purl.obolibrary.org/obo/CL_0002306>	"FMA:70973"
<http://purl.obolibrary.org/obo/CL_0002306>	"KUPO:0001044"
<http://purl.obolibrary.org/obo/CL_0000980>	"FMA:84371"
<http://purl.obolibrary.org/obo/CL_0002327>	"BTO:0004300"
<http://purl.obolibrary.org/obo/CL_0000510>	"FMA:62897"
<http://purl.obolibrary.org/obo/CL_0000510>	"BTO:0000993"
<http://purl.obolibrary.org/obo/CL_2000002>	"BTO:0002770"
<http://purl.obolibrary.org/obo/CL_2000002>	"BTO:0005756"
<http://purl.obolibrary.org/obo/CL_2000002>	"NCIT:C32429"
<http://purl.obolibrary.org/obo/CL_1000329>	"FMA:263075"
<http://purl.obolibrary.org/obo/CL_0002231>	"FMA:66817"
<http://purl.obolibrary.org/obo/CL_0002231>	"FMA:256163"
<http://purl.obolibrary.org/obo/CL_1000398>	"FMA:62911"
<http://purl.obolibrary.org/obo/CL_1000398>	"BTO:000125"
<http://purl.obolibrary.org/obo/CL_0000630>	"BTO:0002315"
<http://purl.obolibrary.org/obo/CL_0000765>	"FMA:83504"
<http://purl.obolibrary.org/obo/CL_0000765>	"CALOHA:TS-0289"
<http://purl.obolibrary.org/obo/CL_0000765>	"MESH:D004900"
<http://purl.obolibrary.org/obo/CL_0000765>	"BTO:0001571"
<http://purl.obolibrary.org/obo/CL_0002319>	"FMA:70333"
<http://purl.obolibrary.org/obo/CL_0002319>	"CALOHA:TS-2040"
<http://purl.obolibrary.org/obo/CL_0000122>	"BTO:0002316"
<http://purl.obolibrary.org/obo/CL_0001061>	"https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12913"
<http://purl.obolibrary.org/obo/CL_1000320>	"FMA:263054"
<http://purl.obolibrary.org/obo/CL_0002223>	"FMA:63181"
<http://purl.obolibrary.org/obo/CL_0000646>	"FMA:62516"
<http://purl.obolibrary.org/obo/CL_0000646>	"BTO:0000939"
<http://purl.obolibrary.org/obo/CL_0000242>	"FMA:70548"
<http://purl.obolibrary.org/obo/CL_1001474>	"BTO:0004778"
<http://purl.obolibrary.org/obo/CL_1000839>	"KUPO:0001046"
<http://purl.obolibrary.org/obo/CL_0000151>	"FMA:86916"
<http://purl.obolibrary.org/obo/CL_0000151>	"BTO:0003659"
<http://purl.obolibrary.org/obo/CL_0000763>	"MESH:D022423"
<http://purl.obolibrary.org/obo/CL_0000763>	"CALOHA:TS-0647"
<http://purl.obolibrary.org/obo/CL_0000763>	"BTO:0001441"
<http://purl.obolibrary.org/obo/CL_0000038>	"BTO:0004911"
<http://purl.obolibrary.org/obo/CL_0000024>	"FMA:83673"
<http://purl.obolibrary.org/obo/CL_0000255>	"MESH:D005057"
<http://purl.obolibrary.org/obo/CL_0002252>	"FMA:63071"
<http://purl.obolibrary.org/obo/CL_0002364>	"BTO:0004562"
<http://purl.obolibrary.org/obo/CL_1000838>	"KUPO:0001045"
<http://purl.obolibrary.org/obo/CL_0002350>	"FMA:75621"
<http://purl.obolibrary.org/obo/CL_0000598>	"FMA:86775"
<http://purl.obolibrary.org/obo/CL_0000598>	"NIFSTD:sao862606388"
<http://purl.obolibrary.org/obo/CL_0000598>	"BTO:0003102"
<http://purl.obolibrary.org/obo/CL_0000598>	"FMA:67310"
<http://purl.obolibrary.org/obo/CL_1000692>	"KUPO:0001102"
<http://purl.obolibrary.org/obo/CL_0000128>	"BTO:0000962"
<http://purl.obolibrary.org/obo/CL_0000128>	"CALOHA:TS-0709"
<http://purl.obolibrary.org/obo/CL_0000128>	"FMA:54540"
<http://purl.obolibrary.org/obo/CL_0002377>	"ZFA:0001725"
<http://purl.obolibrary.org/obo/CL_0000067>	"FMA:70605"
<http://purl.obolibrary.org/obo/CL_0000650>	"BTO:0000853"
<http://purl.obolibrary.org/obo/CL_0000650>	"FMA:70972"
<http://purl.obolibrary.org/obo/CL_0000650>	"MESH:D050527"
<http://purl.obolibrary.org/obo/CL_0000650>	"CALOHA:TS-0617"
<http://purl.obolibrary.org/obo/CL_0002132>	"FMA:72299"
<http://purl.obolibrary.org/obo/CL_1000488>	"FMA:86481"
<http://purl.obolibrary.org/obo/CL_0000784>	"BTO:0004625"
<http://purl.obolibrary.org/obo/CL_0000542>	"MESH:D008214"
<http://purl.obolibrary.org/obo/CL_0000542>	"VHOG:0001535"
<http://purl.obolibrary.org/obo/CL_0000542>	"CALOHA:TS-0583"
<http://purl.obolibrary.org/obo/CL_0000542>	"FMA:62863"
<http://purl.obolibrary.org/obo/CL_0000542>	"BTO:0000775"
<http://purl.obolibrary.org/obo/CL_0000127>	"FMA:54537"
<http://purl.obolibrary.org/obo/CL_0000127>	"CALOHA:TS-0060"
<http://purl.obolibrary.org/obo/CL_0000127>	"BTO:0000099"
<http://purl.obolibrary.org/obo/CL_1001432>	"http://en.wikipedia.org/wiki/Collecting_duct_system#Intercalated_cells"
<http://purl.obolibrary.org/obo/CL_1001432>	"KUPO:0001129"
<http://purl.obolibrary.org/obo/CL_0000558>	"MESH:D012156"
<http://purl.obolibrary.org/obo/CL_0000558>	"CALOHA:TS-0864"
<http://purl.obolibrary.org/obo/CL_0000558>	"BTO:0001173"
<http://purl.obolibrary.org/obo/CL_0000841>	"FMA:83038"
<http://purl.obolibrary.org/obo/CL_0002279>	"FMA:62944"
<http://purl.obolibrary.org/obo/CL_0001024>	"CALOHA:TS-0448"
<http://purl.obolibrary.org/obo/CL_4023012>	"ILX:0770103"
<http://purl.obolibrary.org/obo/CL_0000082>	"BTO:0004299"
<http://purl.obolibrary.org/obo/CL_0000826>	"BTO:0003104"
<http://purl.obolibrary.org/obo/CL_1000448>	"FMA:70952"
<http://purl.obolibrary.org/obo/CL_1001431>	"KUPO:0001128"
<http://purl.obolibrary.org/obo/CL_1000275>	"FMA:15050"
<http://purl.obolibrary.org/obo/CL_0000502>	"FMA:62935"
<http://purl.obolibrary.org/obo/CL_0002064>	"CALOHA:TS-0737"
<http://purl.obolibrary.org/obo/CL_0002064>	"BTO:0000028"
<http://purl.obolibrary.org/obo/CL_0002064>	"FMA:63032"
<http://purl.obolibrary.org/obo/CL_1000495>	"FMA:86929"
<http://purl.obolibrary.org/obo/CL_0000988>	"FMA:70366"
<http://purl.obolibrary.org/obo/CL_0000988>	"FMA:83598"
<http://purl.obolibrary.org/obo/CL_0000988>	"BTO:0000574"
<http://purl.obolibrary.org/obo/CL_0000988>	"CALOHA:TS-2017"
<http://purl.obolibrary.org/obo/CL_0002138>	"FMA:68458"
